product_id,image_url
1,https://product.hstatic.net/200000722513/product/khung-laptop-23_d5b6c84f834f4b3195b0bf8a4802aaa6_1024x1024.png
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_2_4b9a59e5bd514267b8aa1b7cb2c88ece_bb14854e1007483c9954ea1715fdf787_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_3_7d5164ce46e940c3b128d9258461b4e5_3f629b6ddfd845c2beaa6aa74b6309df_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_4_488a9d6dcff043b28b1f1e653f2ba41c_354bf52675ab4716a3b7251a1e7f16dd_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_5_970de47c52834cc09d13c5ed5f6354c1_b6176e52cc7a42c998b20e2676a82d21_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_9_fd6ee1f465484a5ca6a9386d8acca436_e789a04547df4dfc90668586b12be971_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_6_96ff14abc0184eeaa7160fcf3ebdca6f_184295bc1e714d4599fe89a73c913542_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_7_9f47991c031741659222fd88d8ce897c_1d620f31204148668f6769a17a298409_1024x1024.jpg
1,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_8_b40f78d7ba774d2f8f9997b02128407f_efa0a43c9ef94d08bf1f92d82d252da2_1024x1024.jpg
2,https://product.hstatic.net/200000722513/product/khung-laptop-23_cd9037919f96427a9c25e318a8a00134_1024x1024.png
2,https://product.hstatic.net/200000722513/product/acer_swift_14_ai_sf14-51_2_4b9a59e5bd514267b8aa1b7cb2c88ece_0aac6efce4ad4699a466fe676891b94c_1024x1024.jpg
