product_id,image_url
1,https://product.hstatic.net/200000722513/product/ava_f9ac49b0c6b7409185b80f1b7cce04ca_1024x1024.png
1,https://product.hstatic.net/200000722513/product/asus-rog-zephyrus-g16-gu605mv-qr196ws_4c28724c9ede47b794d8390a87598db9_9cd6c3f27e2041779fa27eb3a00e4363_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_1_c17a841b0a764e259724b21a43739750_ab6eb23ab0ff4546a1a93995348e784e_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_2_58aeb9d8fb124aaa84dbaa564323c183_32d0787aa65d48968709a768a1137998_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_7_1969fd06b065410db4f462e785639af2_3d6b96112db6412dabfeba8686085c5f_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_5_d8da781388ad4a3eb432027f1949642d_edc79d66fc8049b78eafbae68cb5aa79_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_6_6397755f1f984fff939c9cd8cd3c639a_ba44a5ef91594f3da8500dca8199a028_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_3_22b01d251a60420192c8eda2a9b9ec1a_5621df5258b2454dbdd74f662f993916_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_4_f9defc0b27ef4d359089f495dcc535b1_7062917e6e5b4f6f888bd13f4d4c90e6_1024x1024.png
1,https://product.hstatic.net/200000722513/product/us-rog-zephyrus-g16-gu605mv-qr196ws_8_ad8a92481a5146c28cda7698f3ec9329_5930892c87ed4a5189863d0abc8e30c2_1024x1024.png
2,https://product.hstatic.net/200000722513/product/1024__5__c1a76aeb9348493c8aefe42dddae273d_1024x1024.png
2,https://product.hstatic.net/200000722513/product/1024_0d9aa6430a1d47c89342edddecc2fa55_1024x1024.png
3,https://product.hstatic.net/200000722513/product/thin-new_53b6dda3063c4b1fb550042f10500adc_1024x1024.png
3,https://product.hstatic.net/200000722513/product/hinh_san_pham_3_8979dd2d9c9e4e4b98df93dd5ef429fc_1024x1024.png
3,https://product.hstatic.net/200000722513/product/pic_3_84ace385b0de48eb949f503c1385b519_1024x1024.png
3,https://product.hstatic.net/200000722513/product/hinh_san_pham_1_6a7f151a58ce483bbd38aefe5081e1ee_1024x1024.png
3,https://product.hstatic.net/200000722513/product/pic_4_61ca32beccea489b8b072331c9ba7ee6_1024x1024.png
3,https://product.hstatic.net/200000722513/product/msi_nb_thin_15_photo_01_c1838ba8f7e949c2a3652b9047742603_1024x1024.png
3,https://product.hstatic.net/200000722513/product/msi_nb_thin_15_photo_11_5e38ea8b2e274454aa3e6489747c5b10_1024x1024.png
3,https://product.hstatic.net/200000722513/product/msi_nb_thin_15_photo_12_0237422781d84b678c27ec4e0b7a3829_1024x1024.png
4,https://product.hstatic.net/200000722513/product/ava_e10fafc0165e4a2cb5380668574e512d_1024x1024.png
4,https://product.hstatic.net/200000722513/product/1024__1__51da43ccf4d7474a96cac0be97ce938d_1024x1024.png
4,https://product.hstatic.net/200000722513/product/1024__2__75b72195b1f64cf0b00ef5018698aa0e_1024x1024.png
4,https://product.hstatic.net/200000722513/product/1024__4__4bf54c10eb7942d3b36f4139fc8be525_1024x1024.png
4,https://product.hstatic.net/200000722513/product/1024__3__7ec191a6f2cb43abbe95997fca237fd1_1024x1024.png
4,https://product.hstatic.net/200000722513/product/1024_3eed00697f2e40538dc963b9b0a6c72c_1024x1024.png
5,https://product.hstatic.net/200000722513/product/ava_057456abd3f64aba95a811b46928b312_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct1_01_91975cbe7ce34bdb90d3cef7738e3474_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_06_80e1ea85c51943a29464090a0f2e317a_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_05_52c1979d5e5547e8bc23a15a5e41332a_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_01_eb3ec0ddf7944363b35b0d1fc7d8a6c5_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_02_1fab9ccf3c1f46cbb94aba81108221c3_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_03_00b04ed9a90f4b76a3e63ff672f81713_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_04__1__45e5790bd7184022b26dc7e5d1cb854a_1024x1024.png
5,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_04_88cadbd28b764af69c3e348f85c79a8f_1024x1024.png
6,https://product.hstatic.net/200000722513/product/ava_11036b32e9e44271bf11e9597d394e4c_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct1_01_8b96b69cb2d54fec96ca049b0c6ea5c2_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_06_0b821ddd7d4540c0bc5133c462536d01_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_05_d59ec4a8ab3843c6b55fe23065a53461_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_01_9e44af71eea44ca097163885e55a9f6c_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_02_9af3c92225c64273843db1a7b826dde3_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_03_2d1546e04ead47a5b102a850254eadda_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_04__1__1fa709b49a3d4df387a2fe863b357148_1024x1024.png
6,https://product.hstatic.net/200000722513/product/thinkpad_p14s_gen_5_intel_ct2_04_65dcd5ef1c244ae688c547feb2816e40_1024x1024.png
7,https://product.hstatic.net/200000722513/product/ava_13be1c4877d64028a6e4f27037c94a36_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct1_05_610d8b14024a4751b1f58d0cc34dfe29_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct1_07_561b8804a7494c9d8353dc2391947eaf_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_05_07590b43cea04637a57abc58586a0994_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_04_6f71aa61001e4c119821829c019c7dfe_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct1_09_ea31a1cdd9a540c5bef1bc18b5ef5728_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_10_8c899fedb5884c2495c5ad2ed7a9dcec_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_11_2f6629a0c160451db53b192345df3519_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_02_64e89e81c85046c89c2e8c4e80713191_1024x1024.png
7,https://product.hstatic.net/200000722513/product/thinkpad_x1_carbon_gen_12_ct2_03_b43ca0f961e348f5bb8c293c15d1bc03_1024x1024.png
8,https://product.hstatic.net/200000722513/product/ava_1c68829547de49f0acd0cf4cf7cb9da3_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct1_03_d0c54764e789472791c02cd28d3bf883_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct1_04_a3ad9529b5a5471dbe1646e66ac0d706_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct1_07_8ea7d6852ae34b1ca09ee38d6ce0636f_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_02_7effc598efb24c8db6b9126f05289ccf_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_03_d9220aa935e74c249de19d0ba1c1f557_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_04_b8cd79e8dea24fe4bb0d4942390643bb_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_05_fc8f3da755124151aff5393040feba8b_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_06_a64f8ebfbc96468ab0d01ec15a5b9070_1024x1024.png
8,https://product.hstatic.net/200000722513/product/thinkpad_x13_gen_5_ct2_07_1866f4922e2a4087a6a5cae577e3b3a8_1024x1024.png
9,https://product.hstatic.net/200000722513/product/ava_810a00b3d74848829bbe8a18491c43fd_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_02_85de58303dd143f68081a988d43fdb93_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_02_1416419c8076401299927cf7c6a804fc_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_03_39ea471b861449828bd8a1b0338255eb_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_01_7d62a81c01514a369d162486a1ef4c9c_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_04_7a65dd6f5419401d94780891a328a0b6_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_05_e7eff27c9d4248adba4bac84929388bc_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_01_f102d1019e1d40a491eeb02ae6a19fd2_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_03_4ea006a3c1e842849d7843b52a3a4f7b_1024x1024.png
9,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_04_fd6064b8e6c545b8a6b1793b2789bdae_1024x1024.png
10,https://product.hstatic.net/200000722513/product/ava_0ac2d4e1b9eb4e62aa9e1b6421ed60ea_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_02_72883e6872d84debbfdffa4e82dcd4db_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_02_2462b0a299a2446a9a32b186fe4bab34_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_01_8ec226b0300148b895f462e1d8817098_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_03_eef519a857f64c7a89cd73e9d9c9cecf_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_04_0052a55fde834073b2c0b259ae7ad90f_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct1_05_1433294aa7124eb595e19c1c0e610671_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_01_792cacd949fe4fe5a15cd62ca999ee97_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_03_1bc7374df8b5413783d5faf1b812d9a6_1024x1024.png
10,https://product.hstatic.net/200000722513/product/thinkbook_14_g6_abp_ct2_04_0f1401204f85455fbcd0fa8d95a831f8_1024x1024.png
11,https://product.hstatic.net/200000722513/product/ux5406sa-pv140ws_a84418fed2414842af64bef3e826846a_1024x1024.png
11,https://product.hstatic.net/200000722513/product/zenbook_s_14_ux5406sa_product_photo_3w_scandinavian_white_03_2400x2400_234d353d5da3409aa6d7c10451a0ea52_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__04_2400x2400_d8f3df37fa924f53874f87fbfbf92d7c_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__06_2400x2400_a7878130653b49d78d2a199f37b43b02_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__07_2400x2400_489f2cafed864e7e85070804c8921fef_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__08_2400x2400_a64da8269c314022b8a35be2d4b31a0e_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__09_2400x2400_ca8fbbe43aa74ae59b3d9b695bbe3afe_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__01_2400x2400_c30834eed1ca453c908402c24a2a956a_1024x1024.png
11,https://product.hstatic.net/200000722513/product/enbook_s_14_ux5406sa_product_photo_3w_scandinavian_white__02_2400x2400_64024e48d56943f1b926aa4b444f4ccf_1024x1024.png
12,https://product.hstatic.net/200000722513/product/acer-nitro-5-an515-46-r6qr_76527b5f7ffc4b1ba85be70a47091c25_1024x1024_8a2f0281efa040adb268338bcae8933c_1024x1024.png
12,https://product.hstatic.net/200000722513/product/acer-nitro-5-an515-46-r6qr-r7-6800h-3_4fbc39ad93b040e0813f6b33e77ccd38_a14c5093be864a5ab8b70e1bc599b590_1024x1024.png
12,https://product.hstatic.net/200000722513/product/acer-nitro-5-an515-46-r6qr-r7-6800h-1_47bf49bfe06647bbb84b1ed92e6253de_1012389295394c9198d30822543f0519_1024x1024.png
12,https://product.hstatic.net/200000722513/product/acer-nitro-5-an515-46-r6qr-r7-6800h-7_6ced579b07a0477487145ec3f6847cce_c2bded561b504d39a207e7af6716dd07_1024x1024.png
12,https://product.hstatic.net/200000722513/product/acer-nitro-5-an515-46-r6qr-r7-6800h-4_27ce0f90efff439694311cdbdd104a3f_9ce1e1ab4ea74424b193bf0b498a1acb_1024x1024.png
